nctid	race	count
NCT02878603	white	146.0
NCT02879305	black or african american	461.0
NCT02879305	white - arabic/north african heritage	22.0
NCT02879305	white - white/caucasian/european heritage	1955.0
NCT02879383	blackrace	7.0
NCT02879383	whiterace	71.0
NCT02879578	black or african americanrace	6.0
NCT02879578	whiterace	141.0
NCT02879812	black or african american	20084.0
NCT02879812	white	24348.0
NCT02879994	black or african american	0.0
NCT02879994	white	6.0
NCT02880228	black or african american	0.0
NCT02880228	white	10.0
NCT02880254	black or african american	7.0
NCT02880254	white	18.0
NCT02880514	black or african americanrace	0.0
NCT02880514	whiterace	49.0
NCT02881008	black or african american	0.0
NCT02881008	white	46.0
NCT02881112	black or african american	15.0
NCT02881112	white	149.0
NCT02881775	black or african american	1.0
NCT02881775	white	19.0
NCT02881957	black or african american	8.0
NCT02881957	white	206.0
NCT02883244	african american	2.0
NCT02883244	african american, asian, caucasian	1.0
NCT02883400	black or african american	1.0
NCT02883400	white non-hispanic	27.0
NCT02883452	white/caucasian	157.0
NCT02884089	black or african american	18.0
NCT02884089	white	19.0
NCT02884414	black or african american	2.0
NCT02884414	white	36.0
NCT02885025	black or african american	17.0
NCT02885025	white	21.0
NCT02885181	black or african american	4.0
NCT02885181	white	77.0
NCT02885506	black or african americanpart a	8.0
NCT02885506	black or african americanpart b	2.0
NCT02885506	whitepart a	36.0
NCT02885506	whitepart b	6.0
NCT02886234	black or african american	11.0
NCT02886234	white	18.0
NCT02886494	africa americansrace	7.0
NCT02886728	black or african americanrace	45.0
NCT02886728	whiterace	823.0
NCT02886923	black or african american	5.0
NCT02886923	white	14.0
NCT02887183	black or african american	180.0
NCT02887183	white	581.0
NCT02887404	black or african american	11.0
NCT02887404	white	284.0
NCT02887989	african-americanrace	31.0
NCT02887989	whiterace	77.0
NCT02888080	black or african american	3.0
NCT02888080	white	34.0
NCT02888106	black or african american	0.0
NCT02888106	white	88.0
NCT02888171	black or african american	33.0
NCT02888171	white	27.0
NCT02888665	black or african american	1.0
NCT02888665	white	27.0
NCT02888691	black or african american	0.0
NCT02888691	white	14.0
NCT02889393	black or african american	1.0
NCT02889393	white	5.0
NCT02889562	black or african american	0.0
NCT02889562	white	55.0
NCT02889796	black or african americanrace	35.0
NCT02889796	whiterace	1184.0
NCT02889809	african american/african heritage	26.0
NCT02889809	white - arabic/north african heritage	6.0
NCT02889809	white - mixed race	1.0
NCT02889809	white - white/caucasian/european heritage	405.0
NCT02889900	white	55.0
NCT02890303	black or african american	2.0
NCT02890303	white	92.0
NCT02890992	black or african american	2.0
NCT02890992	black or african american/white	1.0
NCT02890992	white	39.0
NCT02891070	black or african american	4.0
NCT02891070	white	198.0
NCT02891174	blackrace/ethnicity	1.0
NCT02891174	non-hispanic whiterace/ethnicity	34.0
NCT02891200	black or african american	76.0
NCT02891200	white	207.0
NCT02891408	black or african american	14.0
NCT02891408	white	57.0
NCT02891681	black or african american	10.0
NCT02891681	white	31.0
NCT02891798	african american	9.0
NCT02891850	black or african american	9.0
NCT02891850	white	175.0
NCT02891915	black or african american	99.0
NCT02891915	white	239.0
NCT02892019	black	6.0
NCT02892110	black or african american	29.0
NCT02892110	white	42.0
NCT02892344	black or african american	6.0
NCT02892344	white	527.0
NCT02892409	black or african american	0.0
NCT02892409	white	0.0
NCT02892422	black or african american	63.0
NCT02892422	white	412.0
NCT02892760	black or african american	6.0
NCT02892760	white	7.0
NCT02893878	black	742.0
NCT02893878	white	11993.0
NCT02894502	black or african american	0.0
NCT02894502	white	510.0
NCT02895295	black	2.0
NCT02895295	white	745.0
NCT02895360	black or african american	0.0
NCT02895360	white	43.0
NCT02896075	black or african american	2.0
NCT02896075	white	27.0
NCT02896127	white	87.0
NCT02896257	black or african american	27.0
NCT02896257	white	471.0
NCT02896296	black or african american	78.0
NCT02896296	white	129.0
NCT02896400	black or african american	401.0
NCT02896400	white	537.0
NCT02896569	black or african american	1.0
NCT02896569	white	37.0
NCT02896595	black or african american	7.0
NCT02896595	white	84.0
NCT02896907	black or african american	3.0
NCT02896907	white	5.0
NCT02897141	black, non-hispanicrace	55.0
NCT02897141	white, non-hispanicrace	8.0
NCT02897349	black or african american	0.0
NCT02897349	white	0.0
NCT02898077	black or african american	0.0
NCT02898077	white	1.0
NCT02898116	black or african american	0.0
NCT02898116	white	1.0
NCT02898454	black/of african descent	7.0
NCT02898454	caucasian/white	372.0
NCT02898597	black or african american	35.0
NCT02898597	white	3.0
NCT02898662	white	80.0
NCT02899078	black or african american	1.0
NCT02899078	white	27.0
NCT02899338	black or african american	4.0
NCT02899338	white	155.0
NCT02899377	black british	1.0
NCT02899377	black or african american	2.0
NCT02899377	mixed race white caribbean	1.0
NCT02899377	white/caucasian/european heritage	15.0
NCT02899962	black or african americanrace	9.0
NCT02899962	whiterace	584.0
NCT02899988	black or african american	8.0
NCT02899988	white	170.0
NCT02900092	black or african american	0.0
NCT02900092	white	10.0
NCT02900170	black or african american	7.0
NCT02900170	white	1.0
NCT02900378	black or african american	1.0
NCT02900378	white	597.0
NCT02901054	black or african american	1.0
NCT02901054	white	14.0
NCT02901080	black or african american	0.0
NCT02901080	white	153.0
NCT02901275	black or african american	12.0
NCT02901275	white	14.0
NCT02901951	white - caucasian / european heritage	103.0
NCT02902081	african-american	10.0
NCT02902965	black or african american	0.0
NCT02902965	white	71.0
NCT02903030	black or african american	5.0
NCT02903030	white	3.0
NCT02903121	black	3.0
NCT02903121	white	62.0
NCT02903394	black or african american	28.0
NCT02903394	white	8.0
NCT02903511	black or african american	0.0
NCT02903511	white	51.0
NCT02903836	black or african american	48.0
NCT02903836	white	168.0
NCT02903966	white - arabic/north african heritage	1.0
NCT02903966	white - white/caucasian/european heritage	35.0
NCT02904057	black	1.0
NCT02904096	black or african american	7.0
NCT02904096	white	239.0
NCT02904226	black or african american	17.0
NCT02904226	white	163.0
NCT02904512	black or african american	9.0
NCT02904512	white	4.0
NCT02904902	black or african american	0.0
NCT02904902	white	0.0
NCT02904915	african american	26.0
NCT02905006	black	6.0
NCT02905006	white	446.0
NCT02905032	black or african american	102.0
NCT02905032	white	767.0
NCT02905266	black or african american	1.0
NCT02905266	white	98.0
NCT02905331	black or african american	4.0
NCT02905331	white	70.0
NCT02905331	white non-hispanic	68.0
NCT02905435	black or african american	2.0
NCT02905435	white	8.0
NCT02906033	black or african american	0.0
NCT02906033	white	0.0
NCT02906358	non-hispanic black	10.0
NCT02906358	non-hispanic white	14.0
NCT02906566	black or african american	0.0
NCT02906566	white	0.0
NCT02906579	black or african american	5.0
NCT02906579	white	6.0
NCT02906644	black or african american	20.0
NCT02906644	white	40.0
NCT02906709	black or african american	0.0
NCT02906709	white	0.0
NCT02906813	black or african american	5.0
NCT02906813	white	3.0
NCT02906917	black or african american	24.0
NCT02906917	white	441.0
NCT02906930	black or african american	37.0
NCT02906930	white	528.0
NCT02908100	black or african american	39.0
NCT02908100	white	170.0
NCT02908178	black	956.0
NCT02908178	white	11519.0
NCT02908464	black or african americanrace/ethnicity	0.0
NCT02908464	whiterace/ethnicity	38.0
NCT02908529	black or african american	9.0
NCT02908529	white	10.0
NCT02908620	black or african american	4.0
NCT02908620	white	22.0
NCT02908841	black or african american	2.0
NCT02908841	white	10.0
NCT02908880	black or african american	8.0
NCT02908880	white	247.0
NCT02909101	black or african american	50.0
NCT02909101	white	4.0
NCT02909153	black or african american	5.0
NCT02909153	white	24.0
NCT02909439	black or african american	5.0
NCT02909439	white	56.0
NCT02909764	black or african american	26.0
NCT02909764	white	5.0
NCT02909907	black or african american	1.0
NCT02909907	white	18.0
NCT02909959	black or african american	3.0
NCT02909959	white	40.0
NCT02910011	black or african american	3.0
NCT02910011	white	15.0
NCT02910037	black or african american	13.0
NCT02910037	white	118.0
NCT02910063	black or african american	1.0
NCT02910063	white	38.0
NCT02910089	black or african american	0.0
NCT02910089	white	0.0
NCT02910102	black or african american	1.0
NCT02910102	white	35.0
NCT02910466	black or african american	0.0
NCT02910466	white	38.0
NCT02910674	black or african american	1.0
NCT02910674	white	90.0
NCT02910739	black or african american	2.0
NCT02910739	white	14.0
NCT02911116	black or african american	3.0
NCT02911116	white	4.0
NCT02911285	black or african american	46.0
NCT02911285	white	41.0
NCT02911324	black or african american	1.0
NCT02911324	white	6.0
NCT02911688	black or african american	2.0
NCT02911688	white	14.0
NCT02911818	black or african american	67.0
NCT02911818	white	81.0
NCT02911844	black or african american	2.0
NCT02911844	white	3.0
NCT02911857	black or african american	0.0
NCT02911857	white	0.0
NCT02911948	black or african american	0.0
NCT02911948	white	0.0
NCT02912364	african american	3.0
NCT02912364	white/caucasian	24.0
NCT02912468	black or african american	9.0
NCT02912468	white	264.0
NCT02913222	black or african american	4.0
NCT02913222	white	35.0
NCT02913326	black or african american	0.0
NCT02913326	white	94.0
NCT02913924	black or african american	29.0
NCT02913924	white	27.0
NCT02914184	black or african american	41.0
NCT02914184	white	1045.0
NCT02914210	blackrace	44.0
NCT02914210	whiterace	247.0
NCT02914236	black or african american	0.0
NCT02914236	white	49.0
NCT02914275	black or african american	484.0
NCT02914275	white	1596.0
NCT02914509	african american	132.0
NCT02914522	black or african americanrace	19.0
NCT02914522	whiterace	952.0
NCT02915016	black or african american	161.0
NCT02915016	white	134.0
NCT02915029	black or african american	0.0
NCT02915029	white	0.0
NCT02915159	black or african american	19.0
NCT02915159	white	120.0
NCT02915302	black or african american	373.0
NCT02915302	white	1442.0
NCT02915705	white	50.0
NCT02915744	black or african american	8.0
NCT02915744	white	123.0
NCT02915783	black or african american	1.0
NCT02915783	white	27.0
NCT02915835	black or african american	3.0
NCT02915835	white	13.0
NCT02915874	black or african american	5.0
NCT02915874	white	61.0
NCT02915978	black or african american	14.0
NCT02915978	white	29.0
NCT02916407	black or african american	0.0
NCT02916407	white	0.0
NCT02916706	black or african american	0.0
NCT02916706	white	0.0
NCT02916745	black or african american	1.0
NCT02916745	white	4.0
NCT02917031	black or african american	4.0
NCT02917031	white	294.0
NCT02917447	black or african american	14.0
NCT02917447	white	70.0
NCT02917603	black or african american	1.0
NCT02917603	white	39.0
NCT02918071	black or african american	14.0
NCT02918071	white	97.0
NCT02918279	black or african american	20.0
NCT02918279	white	220.0
NCT02918318	black or african american	0.0
NCT02918318	white	0.0
NCT02918357	black or african american	8.0
NCT02918357	white	318.0
NCT02918617	black not hispanicrace ethnicity	15.0
NCT02918617	white not hispanicrace ethnicity	48.0
NCT02918630	black or african american	3.0
NCT02918630	white	4.0
NCT02918669	black or african american	0.0
NCT02918669	white	8.0
NCT02918851	black or african american	3.0
NCT02918851	white	17.0
NCT02918877	black/african americanrace	1.0
NCT02918877	whiterace	31.0
NCT02919111	black or african american	8.0
NCT02919111	white	218.0
NCT02919423	black or african american	7.0
NCT02919423	white	19.0
NCT02919475	black or african american	0.0
NCT02919475	white	163.0
NCT02919696	black or african american	0.0
NCT02919696	white	0.0
NCT02919761	black or african american	15.0
NCT02919761	white	170.0
NCT02919813	whiterace	27.0
NCT02919995	black or african american	0.0
NCT02919995	white	10.0
NCT02920476	black or african american	0.0
NCT02920476	white	4.0
NCT02920918	black or african american	19.0
NCT02920918	white	17.0
NCT02921061	black or african american	0.0
NCT02921061	white	25.0
NCT02921087	black or african american	3.0
NCT02921087	white	12.0
NCT02921386	black or african american	3.0
NCT02921386	white	15.0
NCT02921750	black or african american	0.0
NCT02921750	white	182.0
NCT02921789	black or african american	13.0
NCT02921789	white	40.0
NCT02921841	black or african american	2.0
NCT02921841	white	51.0
NCT02921971	black or african american	4.0
NCT02921971	white	90.0
NCT02921997	black or african american	0.0
NCT02921997	white	30.0
NCT02922153	black or african american	1.0
NCT02922153	white	77.0
NCT02922959	black or african american	10.0
NCT02922959	white	64.0
NCT02922985	african americanrace	16.0
NCT02923115	black or african american	5.0
NCT02923115	white	118.0
NCT02923167	black or african american	0.0
NCT02923167	white	4.0
NCT02923245	non-hispanic black	10.0
NCT02923245	non-hispanic white	68.0
NCT02923271	black or african american	2.0
NCT02923271	white	30.0
NCT02923349	black/african american	2.0
NCT02923349	white/caucasian	79.0
NCT02923895	black or african american	49.0
NCT02923895	white	113.0
NCT02923921	black or african american	16.0
NCT02923921	white	420.0
NCT02924051	black or african american	3.0
NCT02924051	white	183.0
NCT02924064	black or african american	0.0
NCT02924064	white	0.0
NCT02924350	black or african american	9.0
NCT02924350	white	175.0
NCT02924688	american indian or alaska native and black or aarace	1.0
NCT02924688	american indian or alaska native and whiterace	3.0
NCT02924688	asian and black or african american and whiterace	3.0
NCT02924688	asian and whiterace	1.0
NCT02924688	black or african american (aa)race	119.0
NCT02924688	black or african american and whiterace	7.0
NCT02924688	whiterace	1950.0
NCT02924883	black or african american	6.0
NCT02924883	white	116.0
NCT02925117	black or african american	29.0
NCT02925117	white	96.0
NCT02925455	black or african american	2.0
NCT02925455	white	11.0
NCT02925494	black or african american	298.0
NCT02925494	white	122.0
NCT02925741	black or african american	1037.0
NCT02925741	white	2114.0
NCT02926027	black or african american	11.0
NCT02926027	white	66.0
NCT02926677	black or african american	19.0
NCT02926677	white	41.0
NCT02926937	black or african american	47.0
NCT02926937	white	306.0
NCT02926950	black or african american	68.0
NCT02926950	white	420.0
NCT02927171	black or african american	28.0
NCT02927171	white	65.0
NCT02927223	black or african american	0.0
NCT02927223	white	6.0
NCT02927457	black or african americanrace	1.0
NCT02927457	white/caucasian/european heritagerace	10.0
NCT02927639	black	46.0
NCT02927639	white	97.0
NCT02927834	black or african american	0.0
NCT02927834	white	16.0
NCT02927873	african heritage / african american	1.0
NCT02927873	white - caucasian / european heritage	37.0
NCT02927925	black or african american	0.0
NCT02927925	white	0.0
NCT02928055	black or african american	10.0
NCT02928055	white	12.0
NCT02928380	black or african american	12.0
NCT02928380	white	70.0
NCT02928770	black or african american	0.0
NCT02928770	white	18.0
NCT02928848	black or african american	0.0
NCT02928848	white	11.0
NCT02928952	black or african american	43.0
NCT02928952	white	89.0
NCT02929069	black/african american	43.0
NCT02929069	white	141.0
NCT02929329	black or african american	562.0
NCT02929329	white	6397.0
NCT02929667	black or african american	0.0
NCT02929667	white	22.0
NCT02929823	black or african american	8.0
NCT02929823	white	115.0
NCT02930018	black or african american	76.0
NCT02930018	white	889.0
NCT02930226	black or african american	1.0
NCT02930226	white	23.0
NCT02930824	black or african american	23.0
NCT02930824	white	144.0
NCT02930837	black or african american	0.0
NCT02930837	white	0.0
NCT02930889	black or african american	0.0
NCT02930889	white	5.0
NCT02931396	black or african american	3.0
NCT02931396	white	17.0
NCT02931539	black or african american	47.0
NCT02931539	white	266.0
NCT02931838	black or african american	2.0
NCT02931838	white	225.0
NCT02932267	black/african-american	17.0
NCT02932306	black or african american	147.0
NCT02932306	white	604.0
NCT02932462	black or african american	31.0
NCT02932462	white	324.0
NCT02932878	black or african american	2.0
NCT02932878	white	14.0
NCT02932891	black or african american	11.0
NCT02932891	white	17.0
NCT02932904	black or african american	124.0
NCT02932904	non-white	154.0
NCT02932904	white	414.0
NCT02932943	black or african american	69.0
NCT02932943	white	361.0
NCT02933060	black or african american	18.0
NCT02933060	white	20.0
NCT02933372	black or african american	1.0
NCT02933372	white	24.0
NCT02933502	black or african american	2.0
NCT02933502	white	1.0
NCT02933528	black or african american	3.0
NCT02933528	white	19.0
NCT02933866	black or african american	18.0
NCT02933866	white	338.0
NCT02933879	black or african american	27.0
NCT02933879	white	157.0
NCT02934178	black or african american	0.0
NCT02934178	white	0.0
NCT02934555	white	18.0
NCT02934698	black or african american	0.0
NCT02934698	white	2.0
NCT02935036	black or african american	81.0
NCT02935036	white	194.0
NCT02935062	black or african american	3.0
NCT02935062	white	21.0
NCT02935088	black or african american	46.0
NCT02935088	white	1681.0
NCT02935595	black or african american	0.0
NCT02935595	white	4.0
NCT02935699	black or african american	85.0
NCT02935699	white	126.0
NCT02935738	black or african american	0.0
NCT02935738	white	197.0
NCT02936076	black or african american	4.0
NCT02936076	white	37.0
NCT02936323	black	6.0
NCT02936323	caucasian/white	76.0
NCT02936479	black or african american	1.0
NCT02936479	white	0.0
NCT02936635	black or african american	3.0
NCT02936635	white	263.0
NCT02936648	black or african american	56.0
NCT02936648	white	1470.0
NCT02937350	black or african americanrace	26.0
NCT02937350	whiterace	61.0
NCT02937545	black or african american	9.0
NCT02937545	white	135.0
NCT02937558	black or african american	1.0
NCT02937558	white	3.0
NCT02937584	black or african american	0.0
NCT02937584	white	23.0
NCT02937623	black or african american	40.0
NCT02937623	white	60.0
NCT02937636	black or african american	0.0
NCT02937636	white	0.0
NCT02937701	black or african american	24.0
NCT02937701	white	532.0
NCT02937740	black or african american	1.0
NCT02937740	white	88.0
NCT02937870	black or african american	15.0
NCT02937870	white	7.0
NCT02938013	black or african american	12.0
NCT02938013	white	3.0
NCT02938052	black or african american	1.0
NCT02938052	white	9.0
NCT02938585	black or african american	0.0
NCT02938585	white	0.0
NCT02938949	black or african american	16.0
NCT02938949	white	4.0
NCT02939105	black or african american	0.0
NCT02939105	white	12.0
NCT02939131	black, non- hispanicrace/ethnicity	89.0
NCT02939131	white, non-hispanicrace/ethnicity	8.0
NCT02939326	black or african american	3.0
NCT02939326	white	30.0
NCT02940574	black or african american	0.0
NCT02940574	white	40.0
NCT02940730	black or african american	0.0
NCT02940730	white	7.0
NCT02940860	black or african american	381.0
NCT02940860	white	1106.0
NCT02940886	black or african american	707.0
NCT02940886	mix race (black & white)	3.0
NCT02940886	white	768.0
NCT02941146	african american	0.0
NCT02941523	black or african american	0.0
NCT02941523	white	19.0
NCT02941614	black or african american	249.0
NCT02941614	white	771.0
NCT02941692	black or african american	31.0
NCT02941692	white	24.0
NCT02942004	black or african american	35.0
NCT02942004	white	81.0
NCT02942017	black or african american	41.0
NCT02942017	white	62.0
NCT02942160	black or african american	25.0
NCT02942160	white	173.0
NCT02942264	black or african american	4.0
NCT02942264	white	45.0
NCT02942407	black or african american	68.0
NCT02942407	white	79.0
NCT02942654	black or african american	0.0
NCT02942654	white	0.0
NCT02942771	black or african american	17.0
NCT02942771	white	11.0
NCT02942966	black or african american	39.0
NCT02942966	white	187.0
NCT02943070	black or african originethnicity	2.0
NCT02943213	black	16.0
NCT02943460	black or african americanrace	8.0
NCT02943460	whiterace	39.0
NCT02943499	black or african american	0.0
NCT02943499	white	64.0
NCT02943564	black or african american	129.0
NCT02943564	white	491.0
NCT02943577	black or african american	93.0
NCT02943577	white	313.0
NCT02944383	black or african american	4.0
NCT02944383	white	82.0
NCT02944448	black or african american	94.0
NCT02944448	white	367.0
NCT02944513	black or african american	7.0
NCT02944513	white	53.0
NCT02944565	black or african american	3.0
NCT02944565	white	24.0
NCT02944656	black/african american	76.0
NCT02944656	white/caucasian	27.0
NCT02945150	black or african american	0.0
NCT02945150	white	8.0
NCT02945254	black or african american	2.0
NCT02945254	white	15.0
NCT02945553	black or african american	1.0
NCT02945553	white	24.0
NCT02945657	black or african american	5.0
NCT02945657	white	17.0
NCT02946021	black or african american	0.0
NCT02946021	white	10.0
NCT02946034	black or african american	4.0
NCT02946034	white	6.0
NCT02946073	black or african american	35.0
NCT02946073	white	313.0
NCT02946385	white	598.0
NCT02946489	black or african american	3.0
NCT02946489	white	4.0
NCT02946515	black or african american	3.0
NCT02946515	white	31.0
NCT02948257	black or african american	5.0
NCT02948257	white	46.0
NCT02948582	black or african american	0.0
NCT02948582	white	41.0
NCT02948777	black or african american	0.0
NCT02948777	white	14.0
NCT02948829	black or african american	8.0
NCT02948829	white	9.0
NCT02948959	black/of african descent	20.0
NCT02948959	caucasian/white	360.0
NCT02949011	black or african american	98.0
NCT02949011	white	560.0
NCT02949024	black or african american	4.0
NCT02949024	white	12.0
NCT02949271	black or african american	38.0
NCT02949271	white	75.0
NCT02949297	black or african american/not hispanic or latino	1.0
NCT02949297	white/hispanic or latino	1.0
NCT02949297	white/not hispanic or latino	58.0
NCT02949362	black or african americanrace	3.0
NCT02949362	whiterace	23.0
NCT02949518	black or african american	1.0
NCT02949518	white	46.0
NCT02949921	black or african american	0.0
NCT02949921	white	19.0
NCT02949973	black or african american	0.0
NCT02949973	white	0.0
NCT02950467	black or african american	1.0
NCT02950467	white	14.0
NCT02950558	black or african american	2.0
NCT02950558	white	12.0
NCT02950831	black or african american	0.0
NCT02950831	white	0.0
NCT02951143	african americanrace	51.0
NCT02951143	whiterace	128.0
NCT02951182	black or african american	0.0
NCT02951182	white	72.0
NCT02951195	black or african american	0.0
NCT02951195	white	74.0
NCT02951273	black or african american	0.0
NCT02951273	white	27.0
NCT02951429	black or african american	1.0
NCT02951429	white	173.0
NCT02951533	black or african american	1.0
NCT02951533	white	114.0
NCT02951702	black or african american	0.0
NCT02951702	white	51.0
NCT02951780	black or african american	0.0
NCT02951780	white	0.0
NCT02951819	black or african american	11.0
NCT02951819	white	81.0
NCT02951988	black or african american	91.0
NCT02951988	white	494.0
NCT02952001	black or african american	2.0
NCT02952001	white	9.0
NCT02952820	black or african american	76.0
NCT02952820	white	679.0
NCT02952872	black or african american	33.0
NCT02952872	white	179.0
NCT02952898	whiterace	657.0
NCT02953262	black/african-american	20.0
NCT02953262	white	213.0
NCT02953314	black or african american	1.0
NCT02953314	white	80.0
NCT02953548	black or african american	0.0
NCT02953548	white	8.0
NCT02953639	black or african american	132.0
NCT02953639	white	71.0
NCT02953678	black or african american	3.0
NCT02953678	white	66.0
NCT02953782	black or african american	5.0
NCT02953782	white	55.0
NCT02953821	black or african american	17.0
NCT02953821	white	63.0
NCT02953860	black or african american	3.0
NCT02953860	white	27.0
NCT02953873	black or african american	25.0
NCT02953873	white	0.0
NCT02953886	black or african american	3.0
NCT02953886	white	16.0
NCT02954198	black or african american	18.0
NCT02954198	white	22.0
NCT02954354	black or african american	38.0
NCT02954354	white	185.0
NCT02954458	black or african americanrace	7.0
NCT02954458	whiterace	42.0
NCT02954575	black or african american	0.0
NCT02954575	white	55.0
NCT02954601	black or african american	4.0
NCT02954601	white	25.0
NCT02954887	black or african american	0.0
NCT02954887	white	8.0
NCT02955069	black	4.0
NCT02955069	black or african american	2.0
NCT02955069	white	16.0
NCT02955186	black or african american	17.0
NCT02955186	white	31.0
NCT02955212	black or african american	6.0
NCT02955212	white	38.0
NCT02955329	black or african american	2.0
NCT02955329	white	3.0
NCT02955797	black or african american	3.0
NCT02955797	white	543.0
NCT02956044	black or african american	20.0
NCT02956044	white	33.0
NCT02956278	black or african american	0.0
NCT02956278	white	1.0
NCT02956434	black or african american	6.0
NCT02956434	white	30.0
NCT02956616	african american	29.0
NCT02956837	african heritage/african americangeographic ancestry	4.0
NCT02956837	white - arabic/north african heritagegeographic ancestry	4.0
NCT02956837	white - caucasian/european heritagegeographic ancestry	384.0
NCT02957136	black or african american	35.0
NCT02957136	white	87.0
NCT02957305	black	55.0
NCT02957305	white	153.0
NCT02957357	non-hispanic black	1623.0
NCT02957357	non-hispanic white	8111.0
NCT02957682	black or african american	163.0
NCT02957682	white	1774.0
NCT02957747	black or african american	73.0
NCT02957747	white	54.0
NCT02957942	black or african american	1.0
NCT02957942	white	12.0
NCT02958553	black or african american	1.0
NCT02958553	white	7.0
NCT02958956	african american	23598.0
NCT02958956	non-hispanic white	118358.0
NCT02958969	black or african american	8.0
NCT02958969	white	41.0
NCT02958995	black	181771.0
NCT02958995	white	1407642.0
NCT02959138	blackrace	4.0
NCT02959138	whiterace	29.0
NCT02959177	black or african american	0.0
NCT02959177	white	0.0
NCT02959190	black or african american	0.0
NCT02959190	white	0.0
NCT02959307	black or african american	4.0
NCT02959307	white	40.0
NCT02959671	black or african american	0.0
NCT02959671	white	0.0
NCT02959827	african american	174.0
NCT02959827	white	800.0
NCT02959853	black or african american	12.0
NCT02959853	white	11.0
NCT02959866	black or african american	0.0
NCT02959866	white	0.0
NCT02959892	black or african american	3.0
NCT02959892	white	9.0
NCT02959944	black or african american	10.0
NCT02959944	white	105.0
NCT02959970	black or african american	24.0
NCT02959970	white	62.0
NCT02959983	black or african american	46.0
NCT02959996	black or african american	6.0
NCT02959996	white	64.0
NCT02960204	black or african american	0.0
NCT02960204	white	240.0
NCT02960854	black or african american	6.0
NCT02960854	white	23.0
NCT02961062	black	1.0
NCT02961062	white	35.0
NCT02961218	black or african american	25.0
NCT02961218	white	22.0
NCT02961751	black or african american	70.0
NCT02961751	white	103.0
NCT02961764	black or african american	69.0
NCT02961764	white or caucasian	180.0
NCT02961790	black or african american	3.0
NCT02961790	white	108.0
NCT02961894	black or african american	28.0
NCT02961894	white	90.0
NCT02961920	black or african american	0.0
NCT02961920	white	0.0
NCT02962102	black or african american	15.0
NCT02962102	white	124.0
NCT02962648	black or african american	41.0
NCT02962648	white	60.0
NCT02962687	black or african americancaregivers	11.0
NCT02962687	black or african americanveterans	15.0
NCT02962687	whitecaregivers	29.0
NCT02962687	whiteveterans	25.0
NCT02962739	african american	5.0
NCT02962765	black or african americanpatient race	1.0
NCT02962765	whitepatient race	61.0
NCT02962908	black of african descendant	0.0
NCT02962908	white	169.0
NCT02962960	black or african american	0.0
NCT02962960	white	28.0
NCT02963311	black or african american	0.0
NCT02963311	white	4.0
NCT02963376	black or african american	3.0
NCT02963376	white	21.0
NCT02963441	black or african american	231.0
NCT02963441	white	523.0
NCT02963493	black or african american	11.0
NCT02963493	white	135.0
NCT02963506	white	596.0
NCT02963597	black or african american	9.0
NCT02963597	white	12.0
NCT02963701	black or african american	41.0
NCT02963701	white	13.0
NCT02963922	black or african american	28.0
NCT02963922	white	354.0
NCT02963935	black or african american	49.0
NCT02963935	white	227.0
NCT02963974	black or african american	2.0
NCT02963974	white	14.0
NCT02963987	black or african american	0.0
NCT02963987	white	34.0
NCT02964039	black or african american	21.0
NCT02964039	white	32.0
NCT02964247	black or african american	17.0
NCT02964247	white	190.0
NCT02964312	black or african americanrace	3.0
NCT02964312	whiterace	143.0
NCT02964416	black or african american	0.0
NCT02964416	white	0.0
NCT02964507	arabic/north african heritage	3.0
NCT02964507	black or african american	8.0
NCT02964507	white/caucasian/european heritage	78.0
NCT02964897	african american or blackrace	16.0
NCT02964897	whiterace	61.0
NCT02965144	black or african american	0.0
NCT02965144	white	13.0
NCT02965378	black	4.0
NCT02965378	white	30.0
NCT02965456	black or african american	161.0
NCT02965456	white	608.0
NCT02965573	black or african american	1.0
NCT02965573	white	22.0
NCT02965781	black	26.0
NCT02965781	white	60.0
NCT02965820	black or african american	20.0
NCT02965820	white	101.0
NCT02965833	black or african american	16.0
NCT02965833	white	103.0
NCT02965924	black or african american	0.0
NCT02965924	white	16.0
NCT02966028	black or african american	61.0
NCT02966028	white	188.0
NCT02966275	black or african american	0.0
NCT02966275	white	9.0
NCT02966314	black or african american	0.0
NCT02966314	white	10.0
NCT02966340	black or african american	4.0
NCT02966340	white	41.0
NCT02966353	white	48.0
NCT02966509	black or african american	11.0
NCT02966509	white	165.0
NCT02966795	black or african american	1.0
NCT02966795	white	25.0
NCT02966834	white - white/caucasian/european heritage	103.0
NCT02967016	black	24.0
NCT02967016	white	19.0
NCT02967055	black or african american	0.0
NCT02967055	white	6.0
NCT02967393	black or african american	15.0
NCT02967393	white	18.0
NCT02967458	black or african american	10.0
NCT02967458	white	42.0
NCT02967510	black or african american	0.0
NCT02967510	white	282.0
NCT02968173	black or african american	0.0
NCT02968173	white	50.0
NCT02968368	black or african american	35.0
NCT02968368	white	123.0
NCT02968420	white	13.0
NCT02968433	black or african american	0.0
NCT02968433	white	12.0
NCT02968563	whiterace	34.0
NCT02968576	african americanrace/ethnicity	3.0
NCT02968602	black or african american	20.0
NCT02968602	white	11.0
NCT02968914	black or african american	10.0
NCT02968914	white	163.0
NCT02968992	black or african american	6.0
NCT02968992	white	29.0
NCT02969018	black or african american	11.0
NCT02969018	white	189.0
NCT02969031	black or african american	1.0
NCT02969031	white	19.0
NCT02969044	black or african american	0.0
